Mask Size 0 Mask set() Leakage 0.4912255474440431
Mask Size 1 Mask {'age'} Leakage 0.48390655849303243
Mask Size 1 Mask {'capital_gain'} Leakage 0.44119241053623615
Mask Size 1 Mask {'capital_loss'} Leakage 0.4912255474440431
Mask Size 1 Mask {'class'} Leakage 0.4421302651304688
Mask Size 1 Mask {'education_num'} Leakage 0.46042813003242167
Mask Size 1 Mask {'hours_per_week'} Leakage 0.4912255474440431
Mask Size 1 Mask {'marital_status'} Leakage 0.4912255474440431
Mask Size 1 Mask {'native_country'} Leakage 0.3969281531160326
Mask Size 1 Mask {'occupation'} Leakage 0.4912255474440431
Mask Size 1 Mask {'race'} Leakage 0.4912255474440431
Mask Size 1 Mask {'relationship'} Leakage 0.3876575545157146
Mask Size 1 Mask {'sex'} Leakage 0.2726821726489277
Mask Size 2 Mask {'age', 'capital_gain'} Leakage 0.43736415669853557
Mask Size 2 Mask {'age', 'capital_loss'} Leakage 0.4839317246711282
Mask Size 2 Mask {'age', 'class'} Leakage 0.4341050146386227
Mask Size 2 Mask {'age', 'education_num'} Leakage 0.4527523729267935
Mask Size 2 Mask {'age', 'hours_per_week'} Leakage 0.48392620978159184
Mask Size 2 Mask {'age', 'marital_status'} Leakage 0.48447398909222794
Mask Size 2 Mask {'age', 'native_country'} Leakage 0.38825264639230594
Mask Size 2 Mask {'age', 'occupation'} Leakage 0.48390655849303243
Mask Size 2 Mask {'age', 'race'} Leakage 0.483913191052453
Mask Size 2 Mask {'age', 'relationship'} Leakage 0.3854242869319815
Mask Size 2 Mask {'age', 'sex'} Leakage 0.26384839770732416
Mask Size 2 Mask {'capital_loss', 'capital_gain'} Leakage 0.4509615589922883
Mask Size 2 Mask {'capital_gain', 'class'} Leakage 0.4032957695576078
Mask Size 2 Mask {'capital_gain', 'education_num'} Leakage 0.4104707532910399
Mask Size 2 Mask {'hours_per_week', 'capital_gain'} Leakage 0.45227859648556834
Mask Size 2 Mask {'capital_gain', 'marital_status'} Leakage 0.3840032729145847
Mask Size 2 Mask {'capital_gain', 'native_country'} Leakage 0.38607319087108916
Mask Size 2 Mask {'occupation', 'capital_gain'} Leakage 0.44119241053623615
Mask Size 2 Mask {'capital_gain', 'race'} Leakage 0.4419942753939222
Mask Size 2 Mask {'relationship', 'capital_gain'} Leakage 0.12413500321044513
Mask Size 2 Mask {'capital_gain', 'sex'} Leakage 0.23918590959922814
Mask Size 2 Mask {'capital_loss', 'class'} Leakage 0.4424367964455269
Mask Size 2 Mask {'capital_loss', 'education_num'} Leakage 0.46046277809509195
Mask Size 2 Mask {'hours_per_week', 'capital_loss'} Leakage 0.4912255474440431
Mask Size 2 Mask {'capital_loss', 'marital_status'} Leakage 0.4912255474440431
Mask Size 2 Mask {'capital_loss', 'native_country'} Leakage 0.40027545116798646
Mask Size 2 Mask {'occupation', 'capital_loss'} Leakage 0.4912255474440431
Mask Size 2 Mask {'capital_loss', 'race'} Leakage 0.4912255474440431
Mask Size 2 Mask {'relationship', 'capital_loss'} Leakage 0.38861661219322874
Mask Size 2 Mask {'capital_loss', 'sex'} Leakage 0.27434320827232905
Mask Size 2 Mask {'education_num', 'class'} Leakage 0.40850223977961175
Mask Size 2 Mask {'hours_per_week', 'class'} Leakage 0.44223887901283754
Mask Size 2 Mask {'marital_status', 'class'} Leakage 0.44962268479175194
Mask Size 2 Mask {'native_country', 'class'} Leakage 0.3659163513198489
Mask Size 2 Mask {'occupation', 'class'} Leakage 0.4421302651304688
Mask Size 2 Mask {'race', 'class'} Leakage 0.4422648068725308
Mask Size 2 Mask {'relationship', 'class'} Leakage 0.33767484007115856
Mask Size 2 Mask {'sex', 'class'} Leakage 0.20488153303225753
Mask Size 2 Mask {'hours_per_week', 'education_num'} Leakage 0.4604477303905746
Mask Size 2 Mask {'education_num', 'marital_status'} Leakage 0.46042813003242167
Mask Size 2 Mask {'education_num', 'native_country'} Leakage 0.36047651096201316
Mask Size 2 Mask {'occupation', 'education_num'} Leakage 0.46042813003242167
Mask Size 2 Mask {'education_num', 'race'} Leakage 0.46053677277980687
Mask Size 2 Mask {'relationship', 'education_num'} Leakage 0.35586534552810667
Mask Size 2 Mask {'education_num', 'sex'} Leakage 0.26298439687777797
Mask Size 2 Mask {'hours_per_week', 'marital_status'} Leakage 0.4912255474440431
Mask Size 2 Mask {'hours_per_week', 'native_country'} Leakage 0.3969281531160326
Mask Size 2 Mask {'occupation', 'hours_per_week'} Leakage 0.4912255474440431
Mask Size 2 Mask {'hours_per_week', 'race'} Leakage 0.4912255474440431
Mask Size 2 Mask {'relationship', 'hours_per_week'} Leakage 0.3876575545157146
Mask Size 2 Mask {'hours_per_week', 'sex'} Leakage 0.2726821726489277
Mask Size 2 Mask {'native_country', 'marital_status'} Leakage 0.3979672789901215
Mask Size 2 Mask {'occupation', 'marital_status'} Leakage 0.4912255474440431
Mask Size 2 Mask {'race', 'marital_status'} Leakage 0.4912255474440431
Mask Size 2 Mask {'relationship', 'marital_status'} Leakage 0.2727656282026826
Mask Size 2 Mask {'sex', 'marital_status'} Leakage 0.293584189251586
Mask Size 2 Mask {'occupation', 'native_country'} Leakage 0.3969281531160326
Mask Size 2 Mask {'native_country', 'race'} Leakage 0.39759034718430664
Mask Size 2 Mask {'relationship', 'native_country'} Leakage 0.2907061934465176
Mask Size 2 Mask {'sex', 'native_country'} Leakage 0.13622427654319103
Mask Size 2 Mask {'occupation', 'race'} Leakage 0.4912255474440431
Mask Size 2 Mask {'occupation', 'relationship'} Leakage 0.4074419571733059
Mask Size 2 Mask {'occupation', 'sex'} Leakage 0.27434320827232905
Mask Size 2 Mask {'relationship', 'race'} Leakage 0.3876575545157146
Mask Size 2 Mask {'sex', 'race'} Leakage 0.2726821726489277
Mask Size 2 Mask {'relationship', 'sex'} Leakage 0.2685467517834049
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'education_num', 'capital_loss'} Leakage 0.27641193178785994
Mask Size 5 Mask {'age', 'marital_status', 'education_num', 'capital_loss', 'sex'} Leakage 0.28968720172463036
Mask Size 5 Mask {'age', 'occupation', 'education_num', 'native_country', 'capital_loss'} Leakage 0.35533632836562057
Mask Size 5 Mask {'age', 'education_num', 'native_country', 'race', 'capital_loss'} Leakage 0.3515875303565503
Mask Size 5 Mask {'age', 'relationship', 'education_num', 'native_country', 'capital_loss'} Leakage 0.26026065015485556
Mask Size 5 Mask {'age', 'education_num', 'native_country', 'capital_loss', 'sex'} Leakage 0.1312910445733817
Mask Size 5 Mask {'age', 'occupation', 'education_num', 'race', 'capital_loss'} Leakage 0.45291926963756357
Mask Size 5 Mask {'age', 'relationship', 'occupation', 'education_num', 'capital_loss'} Leakage 0.3798428777043392
Mask Size 5 Mask {'age', 'occupation', 'education_num', 'capital_loss', 'sex'} Leakage 0.2744104603300075
Mask Size 5 Mask {'age', 'relationship', 'education_num', 'race', 'capital_loss'} Leakage 0.3579236714023286
Mask Size 5 Mask {'age', 'education_num', 'race', 'capital_loss', 'sex'} Leakage 0.265782312765913
Mask Size 5 Mask {'age', 'relationship', 'education_num', 'capital_loss', 'sex'} Leakage 0.21590630353150075
Mask Size 5 Mask {'age', 'marital_status', 'native_country', 'capital_loss', 'hours_per_week'} Leakage 0.3941394316734649
Mask Size 5 Mask {'age', 'marital_status', 'occupation', 'capital_loss', 'hours_per_week'} Leakage 0.4847422867855449
Mask Size 5 Mask {'age', 'marital_status', 'race', 'capital_loss', 'hours_per_week'} Leakage 0.48461754337867424
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'capital_loss', 'hours_per_week'} Leakage 0.26755059887484767
Mask Size 5 Mask {'age', 'marital_status', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.29158671739836584
Mask Size 5 Mask {'age', 'occupation', 'native_country', 'capital_loss', 'hours_per_week'} Leakage 0.39188348037031406
Mask Size 5 Mask {'age', 'native_country', 'race', 'capital_loss', 'hours_per_week'} Leakage 0.38833895888267433
Mask Size 5 Mask {'age', 'relationship', 'native_country', 'capital_loss', 'hours_per_week'} Leakage 0.29428571097569856
Mask Size 5 Mask {'age', 'native_country', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.12978287976210845
Mask Size 5 Mask {'age', 'occupation', 'race', 'capital_loss', 'hours_per_week'} Leakage 0.4839612415919542
Mask Size 5 Mask {'age', 'relationship', 'occupation', 'capital_loss', 'hours_per_week'} Leakage 0.40807902286282294
Mask Size 5 Mask {'age', 'occupation', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.26839032365793936
Mask Size 5 Mask {'age', 'relationship', 'race', 'capital_loss', 'hours_per_week'} Leakage 0.38709275597742887
Mask Size 5 Mask {'age', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.26640210011316046
Mask Size 5 Mask {'age', 'relationship', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.25952536417048644
Mask Size 5 Mask {'age', 'marital_status', 'occupation', 'native_country', 'capital_loss'} Leakage 0.3943832198660716
Mask Size 5 Mask {'age', 'marital_status', 'native_country', 'race', 'capital_loss'} Leakage 0.39030310261717116
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'native_country', 'capital_loss'} Leakage 0.15324823123442666
Mask Size 5 Mask {'age', 'marital_status', 'native_country', 'capital_loss', 'sex'} Leakage 0.18329738668268225
Mask Size 5 Mask {'age', 'marital_status', 'occupation', 'race', 'capital_loss'} Leakage 0.4847117783333912
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'occupation', 'capital_loss'} Leakage 0.26848937700126485
Mask Size 5 Mask {'age', 'marital_status', 'occupation', 'capital_loss', 'sex'} Leakage 0.29674557237570875
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'race', 'capital_loss'} Leakage 0.26777814195049554
Mask Size 5 Mask {'age', 'marital_status', 'race', 'capital_loss', 'sex'} Leakage 0.29174948191679884
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'capital_loss', 'sex'} Leakage 0.25544475693951074
Mask Size 5 Mask {'age', 'occupation', 'native_country', 'race', 'capital_loss'} Leakage 0.3882917002872386
Mask Size 5 Mask {'age', 'relationship', 'occupation', 'native_country', 'capital_loss'} Leakage 0.31897654084277927
Mask Size 5 Mask {'age', 'occupation', 'native_country', 'capital_loss', 'sex'} Leakage 0.13257154645133673
Mask Size 5 Mask {'age', 'relationship', 'native_country', 'race', 'capital_loss'} Leakage 0.2896998603275551
Mask Size 5 Mask {'age', 'native_country', 'race', 'capital_loss', 'sex'} Leakage 0.12842044363485972
Mask Size 5 Mask {'age', 'relationship', 'native_country', 'capital_loss', 'sex'} Leakage 0.1455599912701634
Mask Size 5 Mask {'age', 'relationship', 'occupation', 'race', 'capital_loss'} Leakage 0.4080380837883236
Mask Size 5 Mask {'age', 'occupation', 'race', 'capital_loss', 'sex'} Leakage 0.26862841656418834
Mask Size 5 Mask {'age', 'relationship', 'occupation', 'capital_loss', 'sex'} Leakage 0.260706156204109
Mask Size 5 Mask {'age', 'relationship', 'race', 'capital_loss', 'sex'} Leakage 0.259510039740678
Mask Size 5 Mask {'age', 'marital_status', 'education_num', 'hours_per_week', 'class'} Leakage 0.40976798412526705
Mask Size 5 Mask {'age', 'education_num', 'native_country', 'hours_per_week', 'class'} Leakage 0.31836474597069886
Mask Size 5 Mask {'age', 'occupation', 'education_num', 'hours_per_week', 'class'} Leakage 0.4002690442503526
Mask Size 5 Mask {'age', 'education_num', 'race', 'hours_per_week', 'class'} Leakage 0.4006068353674701
Mask Size 5 Mask {'age', 'relationship', 'education_num', 'hours_per_week', 'class'} Leakage 0.3105527499743608
Mask Size 5 Mask {'age', 'education_num', 'sex', 'hours_per_week', 'class'} Leakage 0.19828483511772188
Mask Size 5 Mask {'age', 'marital_status', 'education_num', 'native_country', 'class'} Leakage 0.3278769168691946
Mask Size 5 Mask {'age', 'marital_status', 'occupation', 'education_num', 'class'} Leakage 0.40995287189842067
Mask Size 5 Mask {'age', 'marital_status', 'education_num', 'race', 'class'} Leakage 0.4101728991256197
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'education_num', 'class'} Leakage 0.19274535004682358
Mask Size 5 Mask {'age', 'marital_status', 'education_num', 'sex', 'class'} Leakage 0.23005390030210315
Mask Size 5 Mask {'age', 'occupation', 'education_num', 'native_country', 'class'} Leakage 0.31818488111225696
Mask Size 5 Mask {'age', 'education_num', 'native_country', 'race', 'class'} Leakage 0.3191435163198907
Mask Size 5 Mask {'age', 'relationship', 'education_num', 'native_country', 'class'} Leakage 0.22762600485672524
Mask Size 5 Mask {'age', 'education_num', 'native_country', 'sex', 'class'} Leakage 0.08991418637388338
Mask Size 5 Mask {'age', 'occupation', 'education_num', 'race', 'class'} Leakage 0.4003857429186587
Mask Size 5 Mask {'age', 'relationship', 'occupation', 'education_num', 'class'} Leakage 0.3307782495333834
Mask Size 5 Mask {'age', 'occupation', 'education_num', 'sex', 'class'} Leakage 0.20971750539036627
Mask Size 5 Mask {'age', 'relationship', 'education_num', 'race', 'class'} Leakage 0.30573849950432397
Mask Size 5 Mask {'age', 'education_num', 'race', 'sex', 'class'} Leakage 0.19893222660250376
Mask Size 5 Mask {'age', 'relationship', 'education_num', 'sex', 'class'} Leakage 0.1727143881336155
Mask Size 5 Mask {'age', 'marital_status', 'native_country', 'hours_per_week', 'class'} Leakage 0.36624745440956363
Mask Size 5 Mask {'age', 'marital_status', 'occupation', 'hours_per_week', 'class'} Leakage 0.4436814866552362
Mask Size 5 Mask {'age', 'marital_status', 'race', 'hours_per_week', 'class'} Leakage 0.4436393231538771
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'hours_per_week', 'class'} Leakage 0.1997417955235602
Mask Size 5 Mask {'age', 'marital_status', 'sex', 'hours_per_week', 'class'} Leakage 0.23468470058477298
Mask Size 5 Mask {'age', 'occupation', 'native_country', 'hours_per_week', 'class'} Leakage 0.3569339762473033
Mask Size 5 Mask {'age', 'native_country', 'race', 'hours_per_week', 'class'} Leakage 0.35774296756523705
Mask Size 5 Mask {'age', 'relationship', 'native_country', 'hours_per_week', 'class'} Leakage 0.24523306629145825
Mask Size 5 Mask {'age', 'native_country', 'sex', 'hours_per_week', 'class'} Leakage 0.08531399721956046
Mask Size 5 Mask {'age', 'occupation', 'race', 'hours_per_week', 'class'} Leakage 0.4344106974811721
Mask Size 5 Mask {'age', 'relationship', 'occupation', 'hours_per_week', 'class'} Leakage 0.36623777644132394
Mask Size 5 Mask {'age', 'occupation', 'sex', 'hours_per_week', 'class'} Leakage 0.19872739179698207
Mask Size 5 Mask {'age', 'relationship', 'race', 'hours_per_week', 'class'} Leakage 0.34272264713251166
Mask Size 5 Mask {'age', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.19639943576824326
Mask Size 5 Mask {'age', 'relationship', 'sex', 'hours_per_week', 'class'} Leakage 0.20085939130788666
Mask Size 5 Mask {'age', 'marital_status', 'occupation', 'native_country', 'class'} Leakage 0.3664885666811103
Mask Size 5 Mask {'age', 'marital_status', 'native_country', 'race', 'class'} Leakage 0.366972383321562
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'native_country', 'class'} Leakage 0.08086402018302241
Mask Size 5 Mask {'age', 'marital_status', 'native_country', 'sex', 'class'} Leakage 0.12148184971392495
Mask Size 5 Mask {'age', 'marital_status', 'occupation', 'race', 'class'} Leakage 0.44371622685209566
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'occupation', 'class'} Leakage 0.19359450900982056
Mask Size 5 Mask {'age', 'marital_status', 'occupation', 'sex', 'class'} Leakage 0.23486793479094192
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'race', 'class'} Leakage 0.19348671944083695
Mask Size 5 Mask {'age', 'marital_status', 'race', 'sex', 'class'} Leakage 0.2286060696308586
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'sex', 'class'} Leakage 0.18378632536701967
Mask Size 5 Mask {'age', 'occupation', 'native_country', 'race', 'class'} Leakage 0.3574780454158163
Mask Size 5 Mask {'age', 'relationship', 'occupation', 'native_country', 'class'} Leakage 0.27429203181783957
Mask Size 5 Mask {'age', 'occupation', 'native_country', 'sex', 'class'} Leakage 0.08813652309766462
Mask Size 5 Mask {'age', 'relationship', 'native_country', 'race', 'class'} Leakage 0.24865922030335563
Mask Size 5 Mask {'age', 'native_country', 'race', 'sex', 'class'} Leakage 0.08582094735259271
Mask Size 5 Mask {'age', 'relationship', 'native_country', 'sex', 'class'} Leakage 0.07901758347233478
Mask Size 5 Mask {'age', 'relationship', 'occupation', 'race', 'class'} Leakage 0.3611227475368767
Mask Size 5 Mask {'age', 'occupation', 'race', 'sex', 'class'} Leakage 0.1986960285251892
Mask Size 5 Mask {'age', 'relationship', 'occupation', 'sex', 'class'} Leakage 0.19533426184343505
Mask Size 5 Mask {'age', 'relationship', 'race', 'sex', 'class'} Leakage 0.1934270693923823
Mask Size 5 Mask {'age', 'marital_status', 'education_num', 'native_country', 'hours_per_week'} Leakage 0.3534942901954673
Mask Size 5 Mask {'age', 'marital_status', 'occupation', 'education_num', 'hours_per_week'} Leakage 0.4535775587387614
Mask Size 5 Mask {'age', 'marital_status', 'education_num', 'race', 'hours_per_week'} Leakage 0.4534450055478635
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'education_num', 'hours_per_week'} Leakage 0.2544678731846183
Mask Size 5 Mask {'age', 'marital_status', 'education_num', 'sex', 'hours_per_week'} Leakage 0.28317135325446363
Mask Size 5 Mask {'age', 'occupation', 'education_num', 'native_country', 'hours_per_week'} Leakage 0.35143225235946174
Mask Size 5 Mask {'age', 'education_num', 'native_country', 'race', 'hours_per_week'} Leakage 0.35258556085114545
Mask Size 5 Mask {'age', 'relationship', 'education_num', 'native_country', 'hours_per_week'} Leakage 0.25424334232074997
Mask Size 5 Mask {'age', 'education_num', 'native_country', 'sex', 'hours_per_week'} Leakage 0.12016758700194985
Mask Size 5 Mask {'age', 'occupation', 'education_num', 'race', 'hours_per_week'} Leakage 0.4529360582848837
Mask Size 5 Mask {'age', 'relationship', 'occupation', 'education_num', 'hours_per_week'} Leakage 0.3788220996116536
Mask Size 5 Mask {'age', 'occupation', 'education_num', 'sex', 'hours_per_week'} Leakage 0.2663743874278478
Mask Size 5 Mask {'age', 'relationship', 'education_num', 'race', 'hours_per_week'} Leakage 0.3625081847230591
Mask Size 5 Mask {'age', 'education_num', 'race', 'sex', 'hours_per_week'} Leakage 0.2557395911817695
Mask Size 5 Mask {'age', 'relationship', 'education_num', 'sex', 'hours_per_week'} Leakage 0.2392772553831639
Mask Size 5 Mask {'age', 'marital_status', 'occupation', 'education_num', 'native_country'} Leakage 0.35389286176598134
Mask Size 5 Mask {'age', 'marital_status', 'education_num', 'native_country', 'race'} Leakage 0.3549197753157186
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'education_num', 'native_country'} Leakage 0.13491968027108203
Mask Size 5 Mask {'age', 'marital_status', 'education_num', 'native_country', 'sex'} Leakage 0.17042534629075234
Mask Size 5 Mask {'age', 'marital_status', 'occupation', 'education_num', 'race'} Leakage 0.4538699181907663
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'occupation', 'education_num'} Leakage 0.255901696581336
Mask Size 5 Mask {'age', 'marital_status', 'occupation', 'education_num', 'sex'} Leakage 0.2896307850254092
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'education_num', 'race'} Leakage 0.25549182714500296
Mask Size 5 Mask {'age', 'marital_status', 'education_num', 'race', 'sex'} Leakage 0.28405157981244755
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'education_num', 'sex'} Leakage 0.21857903767319276
Mask Size 5 Mask {'age', 'occupation', 'education_num', 'native_country', 'race'} Leakage 0.35234989579368003
Mask Size 5 Mask {'age', 'relationship', 'occupation', 'education_num', 'native_country'} Leakage 0.28136376078682634
Mask Size 5 Mask {'age', 'occupation', 'education_num', 'native_country', 'sex'} Leakage 0.1313184717459065
Mask Size 5 Mask {'age', 'relationship', 'education_num', 'native_country', 'race'} Leakage 0.25964837810800057
Mask Size 5 Mask {'age', 'education_num', 'native_country', 'race', 'sex'} Leakage 0.1219024256367347
Mask Size 5 Mask {'age', 'relationship', 'education_num', 'native_country', 'sex'} Leakage 0.11786288613742713
Mask Size 5 Mask {'age', 'relationship', 'occupation', 'education_num', 'race'} Leakage 0.3797034583050767
Mask Size 5 Mask {'age', 'occupation', 'education_num', 'race', 'sex'} Leakage 0.2668673455192556
Mask Size 5 Mask {'age', 'relationship', 'occupation', 'education_num', 'sex'} Leakage 0.2447126937061177
Mask Size 5 Mask {'age', 'relationship', 'education_num', 'race', 'sex'} Leakage 0.2402578750213472
Mask Size 5 Mask {'age', 'marital_status', 'occupation', 'native_country', 'hours_per_week'} Leakage 0.39064378471193817
Mask Size 5 Mask {'age', 'marital_status', 'native_country', 'race', 'hours_per_week'} Leakage 0.3913348850981131
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'native_country', 'hours_per_week'} Leakage 0.14172159467848044
Mask Size 5 Mask {'age', 'marital_status', 'native_country', 'sex', 'hours_per_week'} Leakage 0.17594283164706936
Mask Size 5 Mask {'age', 'marital_status', 'occupation', 'race', 'hours_per_week'} Leakage 0.4846807506397197
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'occupation', 'hours_per_week'} Leakage 0.26250468692347795
Mask Size 5 Mask {'age', 'marital_status', 'occupation', 'sex', 'hours_per_week'} Leakage 0.2949098072961218
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'race', 'hours_per_week'} Leakage 0.26220506520812625
Mask Size 5 Mask {'age', 'marital_status', 'race', 'sex', 'hours_per_week'} Leakage 0.28962107941487547
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'sex', 'hours_per_week'} Leakage 0.25450713967498084
Mask Size 5 Mask {'age', 'occupation', 'native_country', 'race', 'hours_per_week'} Leakage 0.38910727195004924
Mask Size 5 Mask {'age', 'relationship', 'occupation', 'native_country', 'hours_per_week'} Leakage 0.3138564854588778
Mask Size 5 Mask {'age', 'occupation', 'native_country', 'sex', 'hours_per_week'} Leakage 0.12844165010962727
Mask Size 5 Mask {'age', 'relationship', 'native_country', 'race', 'hours_per_week'} Leakage 0.2931406550406991
Mask Size 5 Mask {'age', 'native_country', 'race', 'sex', 'hours_per_week'} Leakage 0.1267971790376068
Mask Size 5 Mask {'age', 'relationship', 'native_country', 'sex', 'hours_per_week'} Leakage 0.1394840137882195
Mask Size 5 Mask {'age', 'relationship', 'occupation', 'race', 'hours_per_week'} Leakage 0.40698625756057805
Mask Size 5 Mask {'age', 'occupation', 'race', 'sex', 'hours_per_week'} Leakage 0.26597910586001483
Mask Size 5 Mask {'age', 'relationship', 'occupation', 'sex', 'hours_per_week'} Leakage 0.2604443895250016
Mask Size 5 Mask {'age', 'relationship', 'race', 'sex', 'hours_per_week'} Leakage 0.2592506352767783
Mask Size 5 Mask {'age', 'marital_status', 'occupation', 'native_country', 'race'} Leakage 0.3915476985035039
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'occupation', 'native_country'} Leakage 0.14207101015916057
Mask Size 5 Mask {'age', 'marital_status', 'occupation', 'native_country', 'sex'} Leakage 0.18236801963598004
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'native_country', 'race'} Leakage 0.14572858876436767
Mask Size 5 Mask {'age', 'marital_status', 'native_country', 'race', 'sex'} Leakage 0.18006535273912105
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'native_country', 'sex'} Leakage 0.13228279237995477
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'occupation', 'race'} Leakage 0.26248914830248204
Mask Size 5 Mask {'age', 'marital_status', 'occupation', 'race', 'sex'} Leakage 0.29475924040695123
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'occupation', 'sex'} Leakage 0.25454949690566053
Mask Size 5 Mask {'age', 'relationship', 'marital_status', 'race', 'sex'} Leakage 0.25449270672617386
Mask Size 5 Mask {'age', 'relationship', 'occupation', 'native_country', 'race'} Leakage 0.3175013043572794
Mask Size 5 Mask {'age', 'occupation', 'native_country', 'race', 'sex'} Leakage 0.12904583114057666
Mask Size 5 Mask {'age', 'relationship', 'occupation', 'native_country', 'sex'} Leakage 0.1411430730891633
Mask Size 5 Mask {'age', 'relationship', 'native_country', 'race', 'sex'} Leakage 0.1436713437272623
Mask Size 5 Mask {'age', 'relationship', 'occupation', 'race', 'sex'} Leakage 0.2603884280911898
Mask Size 5 Mask {'capital_gain', 'education_num', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.39615411332532313
Mask Size 5 Mask {'marital_status', 'capital_gain', 'education_num', 'capital_loss', 'class'} Leakage 0.3255405664699702
Mask Size 5 Mask {'capital_gain', 'education_num', 'native_country', 'capital_loss', 'class'} Leakage 0.3233543836478976
Mask Size 5 Mask {'occupation', 'capital_gain', 'education_num', 'capital_loss', 'class'} Leakage 0.38188202671272853
Mask Size 5 Mask {'capital_gain', 'education_num', 'race', 'capital_loss', 'class'} Leakage 0.39755677811903345
Mask Size 5 Mask {'relationship', 'capital_gain', 'education_num', 'capital_loss', 'class'} Leakage 0.03391280826585463
Mask Size 5 Mask {'capital_gain', 'education_num', 'capital_loss', 'sex', 'class'} Leakage 0.13161308456391474
Mask Size 5 Mask {'marital_status', 'capital_gain', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.3652034478066316
Mask Size 5 Mask {'capital_gain', 'native_country', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.3614133355278927
Mask Size 5 Mask {'occupation', 'capital_gain', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.4209780876918501
Mask Size 5 Mask {'capital_gain', 'race', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.4148988194291341
Mask Size 5 Mask {'relationship', 'capital_gain', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.08863249917221883
Mask Size 5 Mask {'capital_gain', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.22447228236335648
Mask Size 5 Mask {'marital_status', 'capital_gain', 'native_country', 'capital_loss', 'class'} Leakage 0.35218198504041676
Mask Size 5 Mask {'marital_status', 'occupation', 'capital_gain', 'capital_loss', 'class'} Leakage 0.3636109422531252
Mask Size 5 Mask {'marital_status', 'capital_gain', 'race', 'capital_loss', 'class'} Leakage 0.3633529451398858
Mask Size 5 Mask {'relationship', 'marital_status', 'capital_gain', 'capital_loss', 'class'} Leakage 0.08607016858123695
Mask Size 5 Mask {'marital_status', 'capital_gain', 'capital_loss', 'sex', 'class'} Leakage 0.09265452740861779
Mask Size 5 Mask {'occupation', 'capital_gain', 'native_country', 'capital_loss', 'class'} Leakage 0.35987861192217585
Mask Size 5 Mask {'capital_gain', 'native_country', 'race', 'capital_loss', 'class'} Leakage 0.3584975294764602
Mask Size 5 Mask {'relationship', 'capital_gain', 'native_country', 'capital_loss', 'class'} Leakage 0.07752514688221568
Mask Size 5 Mask {'capital_gain', 'native_country', 'capital_loss', 'sex', 'class'} Leakage 0.12586839077383039
Mask Size 5 Mask {'occupation', 'capital_gain', 'race', 'capital_loss', 'class'} Leakage 0.4119136413413298
Mask Size 5 Mask {'relationship', 'occupation', 'capital_gain', 'capital_loss', 'class'} Leakage 0.08955927143362874
Mask Size 5 Mask {'occupation', 'capital_gain', 'capital_loss', 'sex', 'class'} Leakage 0.21542303183618206
Mask Size 5 Mask {'relationship', 'capital_gain', 'race', 'capital_loss', 'class'} Leakage 0.08631067632436051
Mask Size 5 Mask {'capital_gain', 'race', 'capital_loss', 'sex', 'class'} Leakage 0.20720248085988036
Mask Size 5 Mask {'relationship', 'capital_gain', 'capital_loss', 'sex', 'class'} Leakage 0.07300342007089622
